OTU	Sample	Abundance	X.SampleID	BarcodeSequence	LinkerPrimerSequence	ReverseBarcode	ReversePrimerSequence	X18S_primer_mix	forward_primer	reverse_primer	primer_combo	final_qubit	normalized_sample_volume	TubeLabel	Year	Cruise	Subregion	Region	Transect	Sampling_gear	Sieve_size	Core_depth	Station	Depth	Latitude	Longitude	ChlA	Phaeo	CP_ratio	Porosity_pct_wt_wt	pct_gravel	pct_sand	pct_mud	pct_silt	pct_clay	Mean_Phi	d15N	d13C	CN_ratio	TOC	water_temp	water_salinity	Description	merge	Rank1	Rank2	Rank3	Rank4	Rank5	Rank6	Rank7	Method
09a22c748595acfba2efe4ca21297c8bd56e0548	one	0.188187974	64	10.4015748	1	11.75590551	1	59.77165354	14.85826772	11.8976378	61.07874016	10.21230709	1.763991126	57.93700787	2013.267717	1.803149606	4.086614173	1.251968504	15.86614173	1.952755906	1.023622047	1.299212598	36.7480315	163.9622047	70.84920732	-141.81486	50.62992126	50.45669291	40.38582677	41.36220472	21.00787402	44.87401575	44.04724409	28.62204724	28.59055118	29.38582677	5.720551181	-22.96692913	9.150393701	15.24177165	-0.350787402	33.20826772	62.03149606	1	D_0__Eukaryota	D_1__Opisthokonta	D_2__Holozoa	D_3__Metazoa (Animalia)	D_4__Eumetazoa	D_5__Bilateria	Nematoda	VSearch
JN098286.1.1700	one	0.08341571	64	10.4015748	1	11.75590551	1	59.77165354	14.85826772	11.8976378	61.07874016	10.21230709	1.763991126	57.93700787	2013.267717	1.803149606	4.086614173	1.251968504	15.86614173	1.952755906	1.023622047	1.299212598	36.7480315	163.9622047	70.84920732	-141.81486	50.62992126	50.45669291	40.38582677	41.36220472	21.00787402	44.87401575	44.04724409	28.62204724	28.59055118	29.38582677	5.720551181	-22.96692913	9.150393701	15.24177165	-0.350787402	33.20826772	62.03149606	1	D_0__Eukaryota	D_1__SAR	D_2__Alveolata	D_3__Dinoflagellata	D_4__Dinophyceae	D_5__Peridiniphycidae	Myzozoa (Dinoflagellates)	VSearch
KC771149.1.1790	one	0.093904472	64	10.4015748	1	11.75590551	1	59.77165354	14.85826772	11.8976378	61.07874016	10.21230709	1.763991126	57.93700787	2013.267717	1.803149606	4.086614173	1.251968504	15.86614173	1.952755906	1.023622047	1.299212598	36.7480315	163.9622047	70.84920732	-141.81486	50.62992126	50.45669291	40.38582677	41.36220472	21.00787402	44.87401575	44.04724409	28.62204724	28.59055118	29.38582677	5.720551181	-22.96692913	9.150393701	15.24177165	-0.350787402	33.20826772	62.03149606	1	D_0__Eukaryota	D_1__SAR	D_2__Stramenopiles	D_3__Ochrophyta	D_4__Diatomea	D_5__Bacillariophytina	Ochrophyta (Diatom)	VSearch
JX995292.1.1751	one	0.033518027	64	10.4015748	1	11.75590551	1	59.77165354	14.85826772	11.8976378	61.07874016	10.21230709	1.763991126	57.93700787	2013.267717	1.803149606	4.086614173	1.251968504	15.86614173	1.952755906	1.023622047	1.299212598	36.7480315	163.9622047	70.84920732	-141.81486	50.62992126	50.45669291	40.38582677	41.36220472	21.00787402	44.87401575	44.04724409	28.62204724	28.59055118	29.38582677	5.720551181	-22.96692913	9.150393701	15.24177165	-0.350787402	33.20826772	62.03149606	1	D_0__Eukaryota	D_1__Opisthokonta	D_2__Holozoa	D_3__Metazoa (Animalia)	D_4__Eumetazoa	D_5__Bilateria	Arthropoda	VSearch
3859ef8ccb72747fd39ef89456a122eeaa2e3acf	one	0.015575276	64	10.4015748	1	11.75590551	1	59.77165354	14.85826772	11.8976378	61.07874016	10.21230709	1.763991126	57.93700787	2013.267717	1.803149606	4.086614173	1.251968504	15.86614173	1.952755906	1.023622047	1.299212598	36.7480315	163.9622047	70.84920732	-141.81486	50.62992126	50.45669291	40.38582677	41.36220472	21.00787402	44.87401575	44.04724409	28.62204724	28.59055118	29.38582677	5.720551181	-22.96692913	9.150393701	15.24177165	-0.350787402	33.20826772	62.03149606	1	D_0__Eukaryota	D_1__Opisthokonta	D_2__Holozoa	D_3__Metazoa (Animalia)	D_4__Eumetazoa	D_5__Bilateria	Nemertea	VSearch
7e26e96910e61a6d3773e0dad0cecf66b07a6c60	one	0.006908033	64	10.4015748	1	11.75590551	1	59.77165354	14.85826772	11.8976378	61.07874016	10.21230709	1.763991126	57.93700787	2013.267717	1.803149606	4.086614173	1.251968504	15.86614173	1.952755906	1.023622047	1.299212598	36.7480315	163.9622047	70.84920732	-141.81486	50.62992126	50.45669291	40.38582677	41.36220472	21.00787402	44.87401575	44.04724409	28.62204724	28.59055118	29.38582677	5.720551181	-22.96692913	9.150393701	15.24177165	-0.350787402	33.20826772	62.03149606	1	D_0__Eukaryota	D_1__Opisthokonta	D_2__Holozoa	D_3__Metazoa (Animalia)	D_4__Eumetazoa	D_5__Bilateria	Hemichordata	VSearch
GQ144679.1.1816	one	0.006461529	64	10.4015748	1	11.75590551	1	59.77165354	14.85826772	11.8976378	61.07874016	10.21230709	1.763991126	57.93700787	2013.267717	1.803149606	4.086614173	1.251968504	15.86614173	1.952755906	1.023622047	1.299212598	36.7480315	163.9622047	70.84920732	-141.81486	50.62992126	50.45669291	40.38582677	41.36220472	21.00787402	44.87401575	44.04724409	28.62204724	28.59055118	29.38582677	5.720551181	-22.96692913	9.150393701	15.24177165	-0.350787402	33.20826772	62.03149606	1	D_0__Eukaryota	D_1__SAR	D_2__Rhizaria	D_3__Cercozoa	D_4__Thecofilosea	D_5__Cryomonadida	Cercozoa	VSearch
Other_vsearch	one	0.101850469	64	10.4015748	1	11.75590551	1	59.77165354	14.85826772	11.8976378	61.07874016	10.21230709	1.763991126	57.93700787	2013.267717	1.803149606	4.086614173	1.251968504	15.86614173	1.952755906	1.023622047	1.299212598	36.7480315	163.9622047	70.84920732	-141.81486	50.62992126	50.45669291	40.38582677	41.36220472	21.00787402	44.87401575	44.04724409	28.62204724	28.59055118	29.38582677	5.720551181	-22.96692913	9.150393701	15.24177165	-0.350787402	33.20826772	62.03149606	1	Other	Other	Other	Other	Other	Other	Other	VSearch
74ce5861674b6d72f47fccf0abd7dc41	one	0.475471163	64	10.4015748	1	11.75590551	1	59.77165354	14.85826772	11.8976378	61.07874016	10.21230709	1.763991126	57.93700787	2013.267717	1.803149606	4.086614173	1.251968504	15.86614173	1.952755906	1.023622047	1.299212598	36.7480315	163.9622047	70.84920732	-141.81486	50.62992126	50.45669291	40.38582677	41.36220472	21.00787402	44.87401575	44.04724409	28.62204724	28.59055118	29.38582677	5.720551181	-22.96692913	9.150393701	15.24177165	-0.350787402	33.20826772	62.03149606	1	D_0__Eukaryota	D_1__Opisthokonta	D_2__Holozoa	D_3__Metazoa (Animalia)	D_4__Eumetazoa	D_5__Bilateria	Annelida	DADA2
13153a7a585408f925668444c5e76aaa	one	0.196177523	64	10.4015748	1	11.75590551	1	59.77165354	14.85826772	11.8976378	61.07874016	10.21230709	1.763991126	57.93700787	2013.267717	1.803149606	4.086614173	1.251968504	15.86614173	1.952755906	1.023622047	1.299212598	36.7480315	163.9622047	70.84920732	-141.81486	50.62992126	50.45669291	40.38582677	41.36220472	21.00787402	44.87401575	44.04724409	28.62204724	28.59055118	29.38582677	5.720551181	-22.96692913	9.150393701	15.24177165	-0.350787402	33.20826772	62.03149606	1	D_0__Eukaryota	D_1__Opisthokonta	D_2__Holozoa	D_3__Metazoa (Animalia)	D_4__Eumetazoa	D_5__Bilateria	Nematoda	DADA2
0e51f2157ed12c82dad27194fdfc8185	one	0.071041997	64	10.4015748	1	11.75590551	1	59.77165354	14.85826772	11.8976378	61.07874016	10.21230709	1.763991126	57.93700787	2013.267717	1.803149606	4.086614173	1.251968504	15.86614173	1.952755906	1.023622047	1.299212598	36.7480315	163.9622047	70.84920732	-141.81486	50.62992126	50.45669291	40.38582677	41.36220472	21.00787402	44.87401575	44.04724409	28.62204724	28.59055118	29.38582677	5.720551181	-22.96692913	9.150393701	15.24177165	-0.350787402	33.20826772	62.03149606	1	D_0__Eukaryota	D_1__SAR	D_2__Stramenopiles	D_3__Ochrophyta	D_4__Diatomea	D_5__Bacillariophytina	Myzozoa (Dinoflagellates)	DADA2
7972bc198568ddef22c5ddc04724b69c	one	0.096022221	64	10.4015748	1	11.75590551	1	59.77165354	14.85826772	11.8976378	61.07874016	10.21230709	1.763991126	57.93700787	2013.267717	1.803149606	4.086614173	1.251968504	15.86614173	1.952755906	1.023622047	1.299212598	36.7480315	163.9622047	70.84920732	-141.81486	50.62992126	50.45669291	40.38582677	41.36220472	21.00787402	44.87401575	44.04724409	28.62204724	28.59055118	29.38582677	5.720551181	-22.96692913	9.150393701	15.24177165	-0.350787402	33.20826772	62.03149606	1	D_0__Eukaryota	D_1__SAR	D_2__Stramenopiles	D_3__Ochrophyta	D_4__Diatomea	D_5__Bacillariophytina	Ochrophyta (Diatom)	DADA2
86fb00a9f505e8b809054f2b77be9c0f	one	0.034452757	64	10.4015748	1	11.75590551	1	59.77165354	14.85826772	11.8976378	61.07874016	10.21230709	1.763991126	57.93700787	2013.267717	1.803149606	4.086614173	1.251968504	15.86614173	1.952755906	1.023622047	1.299212598	36.7480315	163.9622047	70.84920732	-141.81486	50.62992126	50.45669291	40.38582677	41.36220472	21.00787402	44.87401575	44.04724409	28.62204724	28.59055118	29.38582677	5.720551181	-22.96692913	9.150393701	15.24177165	-0.350787402	33.20826772	62.03149606	1	D_0__Eukaryota	D_1__Opisthokonta	D_2__Holozoa	D_3__Metazoa (Animalia)	D_4__Eumetazoa	D_5__Bilateria	Arthropoda	DADA2
dd9ccb0c4cfc17bd9754e82698fc7b03	one	0.015603316	64	10.4015748	1	11.75590551	1	59.77165354	14.85826772	11.8976378	61.07874016	10.21230709	1.763991126	57.93700787	2013.267717	1.803149606	4.086614173	1.251968504	15.86614173	1.952755906	1.023622047	1.299212598	36.7480315	163.9622047	70.84920732	-141.81486	50.62992126	50.45669291	40.38582677	41.36220472	21.00787402	44.87401575	44.04724409	28.62204724	28.59055118	29.38582677	5.720551181	-22.96692913	9.150393701	15.24177165	-0.350787402	33.20826772	62.03149606	1	D_0__Eukaryota	D_1__Opisthokonta	D_2__Holozoa	D_3__Metazoa (Animalia)	D_4__Eumetazoa	D_5__Bilateria	Nemertea	DADA2
b8d42a55d1ca97a7133acdf1c8585518	one	0.005999511	64	10.4015748	1	11.75590551	1	59.77165354	14.85826772	11.8976378	61.07874016	10.21230709	1.763991126	57.93700787	2013.267717	1.803149606	4.086614173	1.251968504	15.86614173	1.952755906	1.023622047	1.299212598	36.7480315	163.9622047	70.84920732	-141.81486	50.62992126	50.45669291	40.38582677	41.36220472	21.00787402	44.87401575	44.04724409	28.62204724	28.59055118	29.38582677	5.720551181	-22.96692913	9.150393701	15.24177165	-0.350787402	33.20826772	62.03149606	1	D_0__Eukaryota	D_1__SAR	D_2__Rhizaria	D_3__Cercozoa	D_4__Thecofilosea	D_5__Cryomonadida	Cercozoa	DADA2
39b2073dee25baca985592d42af95737	one	0.005763905	64	10.4015748	1	11.75590551	1	59.77165354	14.85826772	11.8976378	61.07874016	10.21230709	1.763991126	57.93700787	2013.267717	1.803149606	4.086614173	1.251968504	15.86614173	1.952755906	1.023622047	1.299212598	36.7480315	163.9622047	70.84920732	-141.81486	50.62992126	50.45669291	40.38582677	41.36220472	21.00787402	44.87401575	44.04724409	28.62204724	28.59055118	29.38582677	5.720551181	-22.96692913	9.150393701	15.24177165	-0.350787402	33.20826772	62.03149606	1	D_0__Eukaryota	D_1__Opisthokonta	D_2__Holozoa	D_3__Metazoa (Animalia)	D_4__Eumetazoa	D_5__Bilateria	Hemichordata	DADA2
Other_dada2	one	0.099467607	64	10.4015748	1	11.75590551	1	59.77165354	14.85826772	11.8976378	61.07874016	10.21230709	1.763991126	57.93700787	2013.267717	1.803149606	4.086614173	1.251968504	15.86614173	1.952755906	1.023622047	1.299212598	36.7480315	163.9622047	70.84920732	-141.81486	50.62992126	50.45669291	40.38582677	41.36220472	21.00787402	44.87401575	44.04724409	28.62204724	28.59055118	29.38582677	5.720551181	-22.96692913	9.150393701	15.24177165	-0.350787402	33.20826772	62.03149606	1	Other	Other	Other	Other	Other	Other	Other	DADA2
cd5a35f5313aa947c4b7477e18ab2a5e	one	0.494903497	64	10.4015748	1	11.75590551	1	59.77165354	14.85826772	11.8976378	61.07874016	10.21230709	1.763991126	57.93700787	2013.267717	1.803149606	4.086614173	1.251968504	15.86614173	1.952755906	1.023622047	1.299212598	36.7480315	163.9622047	70.84920732	-141.81486	50.62992126	50.45669291	40.38582677	41.36220472	21.00787402	44.87401575	44.04724409	28.62204724	28.59055118	29.38582677	5.720551181	-22.96692913	9.150393701	15.24177165	-0.350787402	33.20826772	62.03149606	1	D_0__Eukaryota	D_1__Opisthokonta	D_2__Holozoa	D_3__Metazoa (Animalia)	D_4__Eumetazoa	D_5__Bilateria	Annelida	Deblur
dbac9c2de8421a9e76f09afb434dd26d	one	0.19756861	64	10.4015748	1	11.75590551	1	59.77165354	14.85826772	11.8976378	61.07874016	10.21230709	1.763991126	57.93700787	2013.267717	1.803149606	4.086614173	1.251968504	15.86614173	1.952755906	1.023622047	1.299212598	36.7480315	163.9622047	70.84920732	-141.81486	50.62992126	50.45669291	40.38582677	41.36220472	21.00787402	44.87401575	44.04724409	28.62204724	28.59055118	29.38582677	5.720551181	-22.96692913	9.150393701	15.24177165	-0.350787402	33.20826772	62.03149606	1	D_0__Eukaryota	D_1__Opisthokonta	D_2__Holozoa	D_3__Metazoa (Animalia)	D_4__Eumetazoa	D_5__Bilateria	Nematoda	Deblur
7972bc198568ddef22c5ddc04724b69c	one	0.087362065	64	10.4015748	1	11.75590551	1	59.77165354	14.85826772	11.8976378	61.07874016	10.21230709	1.763991126	57.93700787	2013.267717	1.803149606	4.086614173	1.251968504	15.86614173	1.952755906	1.023622047	1.299212598	36.7480315	163.9622047	70.84920732	-141.81486	50.62992126	50.45669291	40.38582677	41.36220472	21.00787402	44.87401575	44.04724409	28.62204724	28.59055118	29.38582677	5.720551181	-22.96692913	9.150393701	15.24177165	-0.350787402	33.20826772	62.03149606	1	D_0__Eukaryota	D_1__SAR	D_2__Stramenopiles	D_3__Ochrophyta	D_4__Diatomea	D_5__Bacillariophytina	Ochrophyta (Diatom)	Deblur
fc52daf5d3f3ac20e6321b5dc3634b1c	one	0.039427285	64	10.4015748	1	11.75590551	1	59.77165354	14.85826772	11.8976378	61.07874016	10.21230709	1.763991126	57.93700787	2013.267717	1.803149606	4.086614173	1.251968504	15.86614173	1.952755906	1.023622047	1.299212598	36.7480315	163.9622047	70.84920732	-141.81486	50.62992126	50.45669291	40.38582677	41.36220472	21.00787402	44.87401575	44.04724409	28.62204724	28.59055118	29.38582677	5.720551181	-22.96692913	9.150393701	15.24177165	-0.350787402	33.20826772	62.03149606	1	D_0__Eukaryota	D_1__Opisthokonta	D_2__Holozoa	D_3__Metazoa (Animalia)	D_4__Eumetazoa	D_5__Bilateria	Arthropoda	Deblur
6cfb42f47685bf47a95abd67b3fd1ba1	one	0.015987311	64	10.4015748	1	11.75590551	1	59.77165354	14.85826772	11.8976378	61.07874016	10.21230709	1.763991126	57.93700787	2013.267717	1.803149606	4.086614173	1.251968504	15.86614173	1.952755906	1.023622047	1.299212598	36.7480315	163.9622047	70.84920732	-141.81486	50.62992126	50.45669291	40.38582677	41.36220472	21.00787402	44.87401575	44.04724409	28.62204724	28.59055118	29.38582677	5.720551181	-22.96692913	9.150393701	15.24177165	-0.350787402	33.20826772	62.03149606	1	D_0__Eukaryota	D_1__Opisthokonta	D_2__Holozoa	D_3__Metazoa (Animalia)	D_4__Eumetazoa	D_5__Bilateria	Nemertea	Deblur
3e77fe305991e66bcca14363d480b276	one	0.007717327	64	10.4015748	1	11.75590551	1	59.77165354	14.85826772	11.8976378	61.07874016	10.21230709	1.763991126	57.93700787	2013.267717	1.803149606	4.086614173	1.251968504	15.86614173	1.952755906	1.023622047	1.299212598	36.7480315	163.9622047	70.84920732	-141.81486	50.62992126	50.45669291	40.38582677	41.36220472	21.00787402	44.87401575	44.04724409	28.62204724	28.59055118	29.38582677	5.720551181	-22.96692913	9.150393701	15.24177165	-0.350787402	33.20826772	62.03149606	1	D_0__Eukaryota	D_1__Opisthokonta	D_2__Holozoa	D_3__Metazoa (Animalia)	D_4__Eumetazoa	D_5__Bilateria	Hemichordata	Deblur
95ba4d8031b64113032f0aafe294323b	one	0.063950776	64	10.4015748	1	11.75590551	1	59.77165354	14.85826772	11.8976378	61.07874016	10.21230709	1.763991126	57.93700787	2013.267717	1.803149606	4.086614173	1.251968504	15.86614173	1.952755906	1.023622047	1.299212598	36.7480315	163.9622047	70.84920732	-141.81486	50.62992126	50.45669291	40.38582677	41.36220472	21.00787402	44.87401575	44.04724409	28.62204724	28.59055118	29.38582677	5.720551181	-22.96692913	9.150393701	15.24177165	-0.350787402	33.20826772	62.03149606	1	D_0__Eukaryota	D_1__SAR	D_2__Alveolata	D_3__Dinoflagellata	D_4__Dinophyceae	D_5__Peridiniphycidae	Myzozoa (Dinoflagellates)	Deblur
Other_deblur	one	0.09308313	64	10.4015748	1	11.75590551	1	59.77165354	14.85826772	11.8976378	61.07874016	10.21230709	1.763991126	57.93700787	2013.267717	1.803149606	4.086614173	1.251968504	15.86614173	1.952755906	1.023622047	1.299212598	36.7480315	163.9622047	70.84920732	-141.81486	50.62992126	50.45669291	40.38582677	41.36220472	21.00787402	44.87401575	44.04724409	28.62204724	28.59055118	29.38582677	5.720551181	-22.96692913	9.150393701	15.24177165	-0.350787402	33.20826772	62.03149606	1	Other	Other	Other	Other	Other	Other	Other	Deblur
